,PC1,Sp500
2145,0.4548619015156113,0.56467873211865
2146,-0.1250322963524989,-0.1073634315278539
2147,-0.2547813264716782,-0.18044340510071402
2148,0.17515582524638829,0.2322412612123177
2149,-0.013739562110246385,0.18035070386158997
2150,-0.11790347520490779,-0.1686752718675175
2151,0.18393921246333006,0.08781072235268414
2152,0.17682249832808636,0.17507534306602202
2153,-0.1613631377068494,0.06725786553095267
2154,0.17669623980489851,0.07423351621382425
2155,0.019987943581994884,0.03279979372339958
2156,0.7812696996441935,0.5116842628527206
2157,-0.43181910770378173,-0.39724842459165804
2158,0.25996051523439007,0.16179085343192404
2159,-0.810014765936829,-0.4663049960716974
2160,0.3908916850122365,0.12709462192490584
2161,0.2070815685543843,0.807302249303081
2162,-0.4454830764441623,-0.3192470480425576
2163,0.17395730379268412,0.0944458796862685
2164,0.24755437175288242,0.1592109916699248
2165,0.05015348545937519,0.01899661077451556
2166,0.15378357447500005,0.30970752937134544
2167,0.6774691669336478,0.12712512706079312
2168,-0.3606340491814939,-0.018910283240326255
2169,0.1969765397003549,0.14436549093934742
2170,-0.3908469295273491,-0.37618877882733226
2171,0.03591432412180677,-0.08976437135734197
2172,0.16621821569281897,0.09836343383037975
2173,-0.21860893043468876,-0.23096094136402656
2174,-0.3721218375631571,-0.5525675723668094
2175,0.841775611415468,0.8196058301448486
2176,0.29650857369665107,-0.2625963119760753
2177,0.22788021960202498,0.1275682910980947
2178,0.5092208522774262,0.6541139016436699
2179,-0.045510983919618386,-0.07502610505621271
2180,0.13163315246268548,0.20560952452849568
2181,-0.28142820842042404,-0.038425774086123826
2182,1.2467045928340195,0.984851264624087
2183,0.46350893052135245,-0.03692258152141498
2184,0.7671016038110439,0.819095052417313
2185,-0.17307125534366324,-0.2024530643865938
2186,0.16728899984212658,-0.10521569099138026
2187,-0.6763400880724493,-0.3739381543290853
2188,-0.2918148636391089,-0.011410534507196889
2189,0.750986159308952,0.29323576282972025
2190,0.6575667616369926,0.5506306498390606
2191,0.053069919800264466,0.3201957382613628
2192,0.0808387892417011,0.1548921994251541
2193,-0.20107208003758298,-0.047295680335785836
2194,-0.5630503481762006,-0.40708592677228217
2195,0.9612579913460648,0.8974343577232556
2196,0.9724128016148245,0.5362807031737885
2197,-0.16760762047735822,-0.3230269308986748
2198,0.1819844359644775,-0.0827893291369619
2199,0.4162107548433614,0.19856556872258996
2200,0.025521210429316106,-0.04581664731576188
2201,0.12328937629175085,-0.10584152238849284
2202,-0.0048266038001483075,0.07909408692409592
2203,0.2950522729005195,0.18339987718803746
2204,-0.5838700857473743,-0.5183153291804785
2205,0.9636174729708062,0.8303361788570595
2206,0.7015723733933487,0.6398818767817351
2207,0.4252224094785472,0.4028635843774413
2208,0.5122661211026215,0.7033767403822243
2209,0.34304937769030397,0.16623440799480996
2210,0.12990824337492113,0.1302931550569124
2211,-0.06798980661433793,-0.11122269759360366
2212,1.1796017961432073,0.7033646798365777
2213,0.7317721334043489,0.6749602755413997
2214,-0.8174884764728998,-0.3524487493986472
2215,0.8638458211522116,0.9415051661626807
2216,-0.24531432482599855,-0.16163899808150006
2217,0.6652614735383495,0.4385235280832624
2218,0.8077511087793755,0.8066726543333609
2219,0.31734837275099503,0.2174365440882422
2220,-0.052199133412312054,-0.05599757903009909
2221,-0.3317123804724556,0.06026209239333385
2222,0.9774033343073861,1.1841196442722688
2223,-0.7784470139493842,-0.6731974371398418
2224,-1.2704015053684725,-1.0898815391439503
2225,0.03228033857750201,0.0488985389629117
2226,0.03949692907514898,-0.06480885618234287
2227,-2.302120106196093,-2.120854769494148
2228,-3.916332604502586,-4.0979225016407375
2229,1.582941273130886,1.7440920907613715
2230,-0.3194998124846536,-0.5001588613270529
2231,-3.8831836490969436,-3.7536419718832743
2232,1.3356471023359497,1.4936090275087153
2233,1.4352436319947897,1.3914584687517095
2234,0.21813466466688325,0.2612929593373528
2235,1.943948499872286,1.340245848225834
2236,0.7563206854959896,1.2069112628291456
2237,-0.01754269684230254,0.03734695439000948
2238,-0.3311809047361045,-0.5841389481593838
2239,-0.48217595082932774,-0.5496503260010078
2240,-0.0023518513023748633,0.09735511485316765
2241,1.5993027993258087,1.6028376390592538
2242,0.808297816309616,1.1757015405636875
2243,-1.3073232270953756,-1.270688867273161
2244,-1.1830846209044803,-1.1095788577777117
2245,-1.1408336874840823,-1.3324399450480229
2246,0.7422238384195156,0.5071602697712926
2247,1.1487411379418064,1.103202638179288
2248,0.6741251257819373,0.2638858686958538
2249,0.0159918746250549,-0.04838745888696684
2250,0.3304974861048119,0.44630782533772956
2251,1.800770968475189,1.7378831277445943
2252,-0.15548549532878242,-0.12739848320225552
2253,-0.5375544765453276,-0.6363576572474683
2254,-0.6499993594791773,-0.5724522264141463
2255,-0.2886007045866264,-0.07819304070728716
2256,0.5177127768783442,0.17034472986976879
2257,-1.1345946760753838,-1.4204195427326924
2258,0.23905481397688633,0.14818052561744752
2259,0.345626520141316,-0.1843989601829804
2260,-2.6744185944463226,-2.516288868483934
2261,-2.142494760189085,-2.0966880472765745
2262,2.6111245194652746,2.715725573490585
2263,-1.5159242497868775,-1.727630894790785
2264,-0.37866058084853155,-0.29166570946986203
2265,1.5072977267506573,1.3769718618042377
2266,-2.4055365333232492,-2.23374234197525
2267,1.329718247866282,1.2614865708684866
2268,1.224021167890139,1.1566482650942906
2269,0.6949802770906977,0.6862863853574067
2270,-2.483226867612223,-2.1920248708528507
2271,0.22980632120050792,0.3336548739958611
2272,1.8401534826235513,1.6726953754064904
2273,-0.5381495312639666,-0.552536456564779
2274,0.9183049949334867,0.8250750130306375
2275,-0.38229004236934894,-0.28866253360058947
2276,0.8960464204929295,0.8109038362631141
2277,0.7822435974566406,1.0661504817983032
2278,0.465714771437014,0.08313658005520788
2279,-0.5680978520719236,-0.5726124775789811
2280,-0.5984742219263282,-0.8536532212991688
2281,0.10678576102922664,0.005623151071356609
2282,-1.2038681502739954,-1.338056146641682
2283,0.2558925177861095,0.18370592780630177
2284,0.6182979280029561,1.0434204752046694
2285,0.2667146481660223,0.11136250030761329
2286,-1.0187589363262162,-0.8187490859429467
2287,0.14452588232527921,0.2549045476896876
2288,-0.7926651479536143,-0.7205863585547909
2289,-0.26947508389146146,-0.2253674464476426
2290,1.243019050970084,1.2811179191865156
2291,0.2777823831933771,0.3457945524821385
